# 白名单：不参与测速，直接注入结果并保留在最前。格式：频道名,地址
# 由助手生成(三网合并 + 91看电视 + 午夜剧场)

# ===== 📺央视频道(三网合并,不测速) =====
安徽卫视HD,http://utuxx.91kds.cn/live1/zbdq3.m3u8?id=ahwshd&pwd=jsdecode
安徽卫视HD,http://utuxx.91kds.cn/live1/zbdq2.m3u8?id=ahwshd&pwd=jsdecode
安徽卫视HD,http://utuxx.91kds.cn/live1/zbdq1.m3u8?id=ahwshd&pwd=jsdecode
安徽卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=ahwshd&pwd=jsdecode
安徽卫视HD,http://utuxx.91kds.cn/live2/ahtv2.m3u8?id=ahwshd&pwd=jsdecode
安徽卫视HD,http://ksjgj.cn:8888/udp/239.49.8.80:8000
安徽卫视HD,http://u.igeizhe.com:2000/udp/238.1.78.150:7072
安徽卫视HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.88:10522
安徽卫视HD,http://swtyc.f3322.org:8880/udp/239.69.1.70:10060
安徽卫视HD,http://www.xk8.top:8001/udp/239.69.1.70:10060
安徽卫视HD,http://www.dwphic.com:9999/udp/239.69.1.70:10060
安徽卫视HD,http://60.223.72.65:8001/udp/226.0.2.145:9072
安徽卫视HD,http://60.223.72.148:8004/udp/226.0.2.145:9072
安徽卫视HD,http://60.223.72.233:8004/udp/226.0.2.145:9072
安徽卫视HD,http://60.223.72.96:8004/udp/226.0.2.145:9072
安徽卫视HD,http://60.223.72.132:8001/udp/226.0.2.145:9072
安徽卫视HD,http://118.122.34.143:8888/udp/239.93.17.190:7974
安徽卫视HD,http://tv.zhangzp.top:4022/udp/234.1.3.169:5000
辽宁卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000326/index.m3u8
辽宁卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=lnwshd&pwd=jsdecode
辽宁卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=lnwshd&pwd=jsdecode
辽宁卫视HD,rtmphtml://http://utuxx.91kds.cn/live1/lnbdy.m3u8?id=lnwshd&pwd=jsdecode
辽宁卫视HD,http://ksjgj.cn:8888/udp/239.49.8.48:8000
辽宁卫视HD,http://swtyc.f3322.org:8880/udp/239.69.1.71:10066
辽宁卫视HD,http://www.xk8.top:8001/udp/239.69.1.71:10066
辽宁卫视HD,http://www.dwphic.com:9999/udp/239.69.1.71:10066
辽宁卫视HD,http://tv.zhangzp.top:4022/udp/234.1.3.165:5000
辽宁卫视HD,http://60.223.72.65:8001/udp/226.0.2.173:9296
辽宁卫视HD,http://60.223.72.148:8004/udp/226.0.2.173:9296
辽宁卫视HD,http://60.223.72.233:8004/udp/226.0.2.173:9296
辽宁卫视HD,http://60.223.72.96:8004/udp/226.0.2.173:9296
辽宁卫视HD,http://60.223.72.132:8001/udp/226.0.2.173:9296
辽宁卫视HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.152:10930
辽宁卫视HD,http://1.032000.xyz:8848/udp/239.93.31.108:5140
辽宁卫视HD,http://tv.zhangzp.top:4022/udp/239.125.2.72:4120
东南卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000310/index.m3u8
东南卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=dnwshd&pwd=jsdecode
东南卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=dnwshd&pwd=jsdecode
东南卫视HD,http://swtyc.f3322.org:8880/udp/239.69.1.108:10286
东南卫视HD,http://www.xk8.top:8001/udp/239.69.1.108:10286
东南卫视HD,http://www.dwphic.com:9999/udp/239.69.1.108:10286
东南卫视HD,http://ksjgj.cn:8888/udp/239.49.8.112:8000
东南卫视HD,http://60.223.72.65:8001/udp/226.0.2.188:9416
东南卫视HD,http://60.223.72.148:8004/udp/226.0.2.188:9416
东南卫视HD,http://60.223.72.233:8004/udp/226.0.2.188:9416
东南卫视HD,http://60.223.72.96:8004/udp/226.0.2.188:9416
东南卫视HD,http://60.223.72.132:8001/udp/226.0.2.188:9416
江西卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000335/index.m3u8
江西卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=jxwshd&pwd=jsdecode
江西卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=jxwshd&pwd=jsdecode
江西卫视HD,http://utuxx.91kds.cn/live2/jxtv.m3u8?id=jxwshd&pwd=jsdecode
江西卫视HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.77:11602
江西卫视HD,http://tv.zhangzp.top:4022/udp/234.1.3.147:5000
江西卫视HD,http://ksjgj.cn:8888/udp/239.49.8.111:8000
江西卫视HD,http://swtyc.f3322.org:8880/udp/239.69.1.126:10394
江西卫视HD,http://www.xk8.top:8001/udp/239.69.1.126:10394
江西卫视HD,http://www.dwphic.com:9999/udp/239.69.1.126:10394
江西卫视HD,http://ksjgj.cn:8888/udp/239.49.8.185:6000
重庆卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000341/index.m3u8
重庆卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cqwshd&pwd=jsdecode
重庆卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cqwshd&pwd=jsdecode
重庆卫视HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.75:11590
重庆卫视HD,http://ksjgj.cn:8888/udp/239.49.8.57:9830
重庆卫视HD,http://tv.zhangzp.top:4022/udp/234.1.3.166:5000
重庆卫视HD,http://60.223.72.65:8001/udp/226.0.2.174:9304
重庆卫视HD,http://60.223.72.148:8004/udp/226.0.2.174:9304
重庆卫视HD,http://60.223.72.233:8004/udp/226.0.2.174:9304
重庆卫视HD,http://60.223.72.96:8004/udp/226.0.2.174:9304
重庆卫视HD,http://60.223.72.132:8001/udp/226.0.2.174:9304
重庆卫视HD,http://swtyc.f3322.org:8880/udp/239.69.1.149:10530
重庆卫视HD,http://www.xk8.top:8001/udp/239.69.1.149:10530
重庆卫视HD,http://www.dwphic.com:9999/udp/239.69.1.149:10530
重庆卫视HD,http://1.032000.xyz:8848/udp/239.93.31.107:5140
重庆卫视HD,http://www.qfly9236.cn:8888/udp/239.253.92.10:6053
重庆卫视HD,http://ksjgj.cn:8888/udp/239.49.8.149:6000
四川卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000348/index.m3u8
四川卫视HD,http://utuxx.91kds.cn/live1/sctv.m3u8?id=scwshd&pwd=jsdecode
四川卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=scwshd&pwd=jsdecode
四川卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=scwshd&pwd=jsdecode
四川卫视HD,http://220.167.170.193:4000/udp/239.120.2.2:5141
四川卫视HD,http://tv.4000689877.com:4000/udp/239.253.232.180:8000
四川卫视HD,http://tv.zhangzp.top:4022/udp/234.1.3.156:5000
四川卫视HD,http://ksjgj.cn:8888/udp/239.49.8.110:8000
四川卫视HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.108:11626
四川卫视HD,http://60.223.72.65:8001/udp/226.0.2.179:9344
四川卫视HD,http://60.223.72.148:8004/udp/226.0.2.179:9344
四川卫视HD,http://60.223.72.233:8004/udp/226.0.2.179:9344
四川卫视HD,http://60.223.72.96:8004/udp/226.0.2.179:9344
四川卫视HD,http://60.223.72.132:8001/udp/226.0.2.179:9344
四川卫视HD,http://swtyc.f3322.org:8880/udp/239.69.1.169:10650
四川卫视HD,http://www.xk8.top:8001/udp/239.69.1.169:10650
四川卫视HD,http://www.dwphic.com:9999/udp/239.69.1.169:10650
四川卫视HD,http://tv.zhangzp.top:4022/udp/239.125.2.79:4120
广西卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000368/index.m3u8
广西卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=gxwshd&pwd=jsdecode
广西卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=gxwshd&pwd=jsdecode
广西卫视HD,rtmp://live.gxrb.com.cn/tv/gxtvlive03
广西卫视HD,https://live.gxrb.com.cn/tv/gxtvlive03/index.m3u8&kdsplayer=media
广西卫视HD,http://183.222.206.14:18097/udp/239.93.42.46:5140
广西卫视HD,http://183.222.206.14:8096/udp/239.93.42.46:5140
广西卫视HD,http://hhska.3322.org:8096/udp/239.93.42.46:5140
广西卫视HD,http://220.167.170.193:4000/udp/239.120.2.5:5141
广西卫视HD,http://tv.4000689877.com:4000/udp/239.253.232.197:8000
广西卫视HD,http://czkeji.vip:9000/udp/239.252.219.183:5140
广西卫视HD,http://swtyc.f3322.org:8880/udp/239.69.1.191:10788
广西卫视HD,http://www.xk8.top:8001/udp/239.69.1.191:10788
广西卫视HD,http://www.dwphic.com:9999/udp/239.69.1.191:10788
云南卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000367/index.m3u8
云南卫视HD,http://utuxx.91kds.cn/live1/yntv.m3u8?id=ynws&pwd=jsdecode
云南卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=ynwshd&pwd=jsdecode
云南卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=ynwshd&pwd=jsdecode
云南卫视HD,https://hwapi.yntv.net/62hdvf/nqyn7w.m3u8
云南卫视HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.76:11596
云南卫视HD,http://tv.4000689877.com:4000/udp/239.253.232.196:8000
云南卫视HD,http://czkeji.vip:9000/udp/239.252.219.185:5140
河南卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000358/index.m3u8
河南卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=hawshd&pwd=jsdecode
河南卫视HD,http://utuxx.91kds.cn/live1/hatv.m3u8?id=hawshd&pwd=jsdecode
河南卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=hawshd&pwd=jsdecode
河南卫视HD,http://183.222.206.14:18097/udp/239.93.42.45:5140
河南卫视HD,http://183.222.206.14:8096/udp/239.93.42.45:5140
河南卫视HD,http://hhska.3322.org:8096/udp/239.93.42.45:5140
河南卫视HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.99:10588
河南卫视HD,http://tv.4000689877.com:4000/udp/239.253.232.190:8000
河南卫视HD,http://swtyc.f3322.org:8880/udp/239.69.1.168:10644
河南卫视HD,http://www.xk8.top:8001/udp/239.69.1.168:10644
河南卫视HD,http://www.dwphic.com:9999/udp/239.69.1.168:10644
河南卫视HD,http://1.032000.xyz:8848/udp/239.93.31.113:5140
陕西卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=snwshd&pwd=jsdecode
陕西卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=snwshd&pwd=jsdecode
陕西卫视HD,http://171.8.168.109:8800/udp/239.16.20.83:10830
陕西卫视HD,http://171.8.168.109:8800/udp/239.16.10.17:2000
陕西卫视HD,http://1.032000.xyz:8848/udp/239.93.30.143:5140
陕西卫视HD,http://183.222.206.14:18097/udp/239.93.0.143:5140
陕西卫视HD,http://183.222.206.14:8096/udp/239.93.0.143:5140
陕西卫视HD,http://hhska.3322.org:8096/udp/239.93.0.143:5140
贵州卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000329/index.m3u8
贵州卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=gzwshd&pwd=jsdecode
贵州卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=gzwshd&pwd=jsdecode
贵州卫视HD,http://ksjgj.cn:8888/udp/239.49.8.49:8000
贵州卫视HD,http://220.167.170.193:4000/udp/239.120.2.18:5141
贵州卫视HD,http://shjy.530070.xyz:8000/udp/239.77.0.230:5146
贵州卫视HD,http://183.33.56.7:8686/udp/239.77.0.230:5146
贵州卫视HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.109:11632
贵州卫视HD,http://tv.zhangzp.top:4022/udp/234.1.3.167:5000
贵州卫视HD,http://swtyc.f3322.org:8880/udp/239.69.1.150:10536
贵州卫视HD,http://www.xk8.top:8001/udp/239.69.1.150:10536
贵州卫视HD,http://www.dwphic.com:9999/udp/239.69.1.150:10536
贵州卫视HD,http://60.223.72.65:8001/udp/226.0.2.180:9352
贵州卫视HD,http://60.223.72.148:8004/udp/226.0.2.180:9352
贵州卫视HD,http://60.223.72.233:8004/udp/226.0.2.180:9352
贵州卫视HD,http://60.223.72.96:8004/udp/226.0.2.180:9352
贵州卫视HD,http://60.223.72.132:8001/udp/226.0.2.180:9352
贵州卫视HD,http://tv.zhangzp.top:4022/udp/239.125.2.80:4120
吉林卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000363/index.m3u8
吉林卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=jlwshd&pwd=jsdecode
吉林卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=jlwshd&pwd=jsdecode
吉林卫视HD,http://utuxx.91kds.cn/live2/jltv.m3u8?id=jlwshd&pwd=jsdecode
吉林卫视HD,http://118.122.34.143:8888/udp/239.93.16.221:9798
吉林卫视HD,http://tv.4000689877.com:4000/udp/239.253.232.173:8000
吉林卫视HD,http://220.167.170.193:4000/udp/239.120.2.26:5141
吉林卫视HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.105:11608
吉林卫视HD,http://ksjgj.cn:8888/udp/239.49.8.113:8000
吉林卫视HD,http://183.222.206.14:18097/udp/239.93.0.248:5140
吉林卫视HD,http://183.222.206.14:8096/udp/239.93.0.248:5140
吉林卫视HD,http://hhska.3322.org:8096/udp/239.93.0.248:5140
吉林卫视HD,http://swtyc.f3322.org:8880/udp/239.69.1.212:10914
吉林卫视HD,http://www.xk8.top:8001/udp/239.69.1.212:10914
吉林卫视HD,http://www.dwphic.com:9999/udp/239.69.1.212:10914
吉林卫视HD,http://tv.zhangzp.top:4022/udp/234.1.3.196:5000
海南卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000347/index.m3u8
海南卫视HD,http://utuxx.91kds.cn/live1/hitv.m3u8?id=lyws&pwd=jsdecode
海南卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=lywshd&pwd=jsdecode
海南卫视HD,http://ksjgj.cn:8888/udp/239.49.8.83:8000
海南卫视HD,http://tv.zhangzp.top:4022/udp/234.1.3.141:5000
海南卫视HD,http://tv.4000689877.com:4000/udp/239.253.232.179:8000
海南卫视HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.107:11620
海南卫视HD,http://swtyc.f3322.org:8880/udp/239.69.1.151:10542
海南卫视HD,http://www.xk8.top:8001/udp/239.69.1.151:10542
海南卫视HD,http://www.dwphic.com:9999/udp/239.69.1.151:10542
海南卫视HD,http://czkeji.vip:9000/udp/239.252.219.178:5140
海南卫视HD,http://www.qfly9236.cn:8888/udp/239.253.93.155:6323
海南卫视HD,http://60.223.72.65:8001/udp/226.0.2.212:9608
海南卫视HD,http://60.223.72.148:8004/udp/226.0.2.212:9608
海南卫视HD,http://60.223.72.233:8004/udp/226.0.2.212:9608
海南卫视HD,http://60.223.72.96:8004/udp/226.0.2.212:9608
海南卫视HD,http://60.223.72.132:8001/udp/226.0.2.212:9608
海南卫视HD,http://u.igeizhe.com:2000/udp/238.1.79.49:4504
海南卫视HD,http://60.223.72.65:8001/udp/226.0.1.143:2071
海南卫视HD,http://60.223.72.148:8004/udp/226.0.1.143:2071
海南卫视HD,http://60.223.72.233:8004/udp/226.0.1.143:2071
海南卫视HD,http://60.223.72.96:8004/udp/226.0.1.143:2071
海南卫视HD,http://60.223.72.132:8001/udp/226.0.1.143:2071
甘肃卫视HD,http://222.173.9.81/00/SNM/CHANNEL00000349/index.m3u8
甘肃卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=gswshd&pwd=jsdecode
甘肃卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=gswshd&pwd=jsdecode
甘肃卫视HD,http://shjy.530070.xyz:8000/udp/239.77.0.189:5146
甘肃卫视HD,http://183.33.56.7:8686/udp/239.77.0.189:5146
甘肃卫视HD,http://220.167.170.193:4000/udp/239.120.2.16:5141
甘肃卫视HD,http://czkeji.vip:9000/udp/239.252.219.140:5140
甘肃卫视HD,http://tv.zhangzp.top:4022/udp/234.1.3.195:5000
甘肃卫视HD,http://ksjgj.cn:8888/udp/239.49.0.250:8000
山西卫视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=sxwshd&pwd=jsdecode
山西卫视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=sxwshd&pwd=jsdecode
山西卫视HD,http://utuxx.91kds.cn/live1/sxtv.m3u8?id=sxws&pwd=jsdecode
山西卫视HD,http://60.223.72.65:8001/udp/226.0.2.152:9128
山西卫视HD,http://60.223.72.148:8004/udp/226.0.2.152:9128
山西卫视HD,http://60.223.72.233:8004/udp/226.0.2.152:9128
山西卫视HD,http://60.223.72.96:8004/udp/226.0.2.152:9128
山西卫视HD,http://60.223.72.132:8001/udp/226.0.2.152:9128
山西卫视HD,http://60.223.72.65:8001/udp/226.0.1.85:2001
山西卫视HD,http://60.223.72.148:8004/udp/226.0.1.85:2001
山西卫视HD,http://60.223.72.233:8004/udp/226.0.1.85:2001
山西卫视HD,http://60.223.72.96:8004/udp/226.0.1.85:2001
山西卫视HD,http://60.223.72.132:8001/udp/226.0.1.85:2001
金鹰纪实HD,http://222.173.9.81/00/SNM/CHANNEL00000334/index.m3u8
金鹰纪实HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.97:10576
金鹰纪实HD,http://220.167.170.193:4000/udp/239.120.2.36:5141
金鹰纪实HD,http://swtyc.f3322.org:8880/udp/239.69.1.109:10292
金鹰纪实HD,http://www.xk8.top:8001/udp/239.69.1.109:10292
金鹰纪实HD,http://www.dwphic.com:9999/udp/239.69.1.109:10292
金鹰纪实HD,http://220.167.170.193:4000/udp/239.120.2.46:5141
金鹰纪实HD,http://tv.zhangzp.top:4022/udp/234.1.3.180:5000
金鹰纪实HD,http://60.223.72.65:8001/udp/226.0.2.194:9464
金鹰纪实HD,http://60.223.72.148:8004/udp/226.0.2.194:9464
金鹰纪实HD,http://60.223.72.233:8004/udp/226.0.2.194:9464
金鹰纪实HD,http://60.223.72.96:8004/udp/226.0.2.194:9464
金鹰纪实HD,http://60.223.72.132:8001/udp/226.0.2.194:9464
金鹰纪实HD,http://ksjgj.cn:8888/udp/239.49.8.79:8000
金鹰纪实HD,http://171.8.168.109:8800/udp/239.16.10.253:2000
金鹰纪实HD,http://u.igeizhe.com:2000/udp/238.1.79.9:4184
上海新闻HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=shxwhd&pwd=jsdecode
上海新闻HD,http://utuxx.91kds.cn/live1/bstv.m3u8?id=shxwhd&pwd=jsdecode
上海新闻HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=shxwhd&pwd=jsdecode
上海新闻HD,http://utuxx.91kds.cn/live2/shkk.m3u8?id=shxwhd&pwd=jsdecode
东方影视HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=shdsjhd&pwd=jsdecode
东方影视HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=shdsjhd&pwd=jsdecode
上海都市HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=shylhd&pwd=jsdecode
上海都市HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=shylhd&pwd=jsdecode
上海都市HD,http://utuxx.91kds.cn/live2/shkk.m3u8?id=shylhd&pwd=jsdecode
五星体育HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=wxtyhd&pwd=jsdecode
五星体育HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=wxtyhd&pwd=jsdecode
五星体育HD,http://utuxx.91kds.cn/live2/shkk.m3u8?id=wxtyhd&pwd=jsdecode
游戏风云HD,http://222.173.9.81/00/SNM/CHANNEL00002024/index.m3u8
游戏风云HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=yxfyhd&pwd=jsdecode
游戏风云HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=yxfyhd&pwd=jsdecode
游戏风云HD,http://220.167.170.193:4000/udp/239.120.2.27:5141
游戏风云HD,http://220.167.170.193:4000/udp/239.120.2.133:5141
游戏风云HD,http://swtyc.f3322.org:8880/udp/239.69.2.8:11202
游戏风云HD,http://www.xk8.top:8001/udp/239.69.2.8:11202
游戏风云HD,http://www.dwphic.com:9999/udp/239.69.2.8:11202
游戏风云HD,http://www.qfly9236.cn:8888/udp/239.253.93.222:6400
游戏风云HD,http://www.huakangyaoye.cn:8800/udp/225.1.2.200:11758
生活时尚HD,http://222.173.9.81/00/SNM/CHANNEL00002019/index.m3u8
生活时尚HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=shsshd&pwd=jsdecode
生活时尚HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=shsshd&pwd=jsdecode
生活时尚HD,http://u.igeizhe.com:2000/udp/238.1.78.155:7112
生活时尚HD,http://171.8.168.109:8800/udp/239.16.10.243:2000
生活时尚HD,http://220.167.170.193:4000/udp/239.120.2.139:5141
生活时尚HD,http://swtyc.f3322.org:8880/udp/239.69.2.11:11220
生活时尚HD,http://www.xk8.top:8001/udp/239.69.2.11:11220
生活时尚HD,http://www.dwphic.com:9999/udp/239.69.2.11:11220
生活时尚HD,http://www.qfly9236.cn:8888/udp/239.253.93.226:6404
劲爆体育HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=jbtyhd&pwd=jsdecode
劲爆体育HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=jbtyhd&pwd=jsdecode
劲爆体育HD,http://183.222.206.14:18097/udp/239.93.42.98:5140
劲爆体育HD,http://183.222.206.14:8096/udp/239.93.42.98:5140
劲爆体育HD,http://hhska.3322.org:8096/udp/239.93.42.98:5140
劲爆体育HD,http://1.032000.xyz:8848/udp/239.93.58.98:5140
第一财经HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=dycjhd&pwd=jsdecode
第一财经HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=dycjhd&pwd=jsdecode
第一财经HD,http://utuxx.91kds.cn/live1/yicai.m3u8?id=dycjhd&pwd=jsdecode
第一财经HD,http://utuxx.91kds.cn/live1/yicai.m3u8?id=dycjhda&pwd=jsdecode
第一财经HD,http://utuxx.91kds.cn/live2/shkk.m3u8?id=dycjhd&pwd=jsdecode
第一财经HD,http://ksjgj.cn:8888/udp/239.49.8.37:8000
都市剧场HD,http://222.173.9.81/00/SNM/CHANNEL00002022/index.m3u8
都市剧场HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=dsjchd&pwd=jsdecode
都市剧场HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=dsjchd&pwd=jsdecode
都市剧场HD,http://220.167.170.193:4000/udp/239.120.2.61:5141
都市剧场HD,http://171.8.168.109:8800/udp/239.16.10.232:2000
都市剧场HD,http://ksjgj.cn:8888/udp/239.49.8.45:8044
都市剧场HD,http://czkeji.vip:9000/udp/239.252.219.225:5140
多彩文体HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=hxjchd&pwd=jsdecode
多彩文体HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=hxjchd&pwd=jsdecode
多彩文体HD,http://www.qfly9236.cn:8888/udp/239.253.93.223:6401
多彩文体HD,http://ksjgj.cn:8888/udp/239.49.8.106:8000
多彩文体HD,http://220.167.170.193:4000/udp/239.120.2.47:5141
多彩文体HD,http://220.167.170.193:4000/udp/239.120.2.58:5141
多彩文体HD,http://171.8.168.109:8800/udp/239.16.10.233:2000
多彩文体HD,http://czkeji.vip:9000/udp/239.252.219.224:5140
多彩文体HD,http://swtyc.f3322.org:8880/udp/239.69.2.5:11184
多彩文体HD,http://www.xk8.top:8001/udp/239.69.2.5:11184
多彩文体HD,http://www.dwphic.com:9999/udp/239.69.2.5:11184
多彩文体HD,http://220.167.170.193:4000/udp/239.120.2.136:5141
动漫秀场HD,http://222.173.9.81/00/SNM/CHANNEL00002000/index.m3u8
动漫秀场HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=dmxchd&pwd=jsdecode
动漫秀场HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=dmxchd&pwd=jsdecode
动漫秀场HD,http://ksjgj.cn:8888/udp/239.49.8.43:8028
动漫秀场HD,http://183.222.206.14:18097/udp/239.93.42.93:5140
动漫秀场HD,http://183.222.206.14:8096/udp/239.93.42.93:5140
动漫秀场HD,http://hhska.3322.org:8096/udp/239.93.42.93:5140
动漫秀场HD,http://60.223.72.65:8001/udp/226.0.2.183:9376
动漫秀场HD,http://60.223.72.148:8004/udp/226.0.2.183:9376
动漫秀场HD,http://60.223.72.233:8004/udp/226.0.2.183:9376
动漫秀场HD,http://60.223.72.96:8004/udp/226.0.2.183:9376
动漫秀场HD,http://60.223.72.132:8001/udp/226.0.2.183:9376
动漫秀场HD,http://220.167.170.193:4000/udp/239.120.2.64:5141
动漫秀场HD,http://171.8.168.109:8800/udp/239.16.10.234:2000
乐游频道HD,http://222.173.9.81/00/SNM/CHANNEL00002016/index.m3u8
乐游频道HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=qjshd&pwd=jsdecode
乐游频道HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=qjshd&pwd=jsdecode
乐游频道HD,http://u.igeizhe.com:2000/udp/238.1.78.151:7080
乐游频道HD,http://183.222.206.14:18097/udp/239.93.42.94:5140
乐游频道HD,http://183.222.206.14:8096/udp/239.93.42.94:5140
乐游频道HD,http://hhska.3322.org:8096/udp/239.93.42.94:5140
乐游频道HD,http://220.167.170.193:4000/udp/239.120.2.52:5141
乐游频道HD,http://171.8.168.109:8800/udp/239.16.10.240:2000
哈哈炫动HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=xdkthd&pwd=jsdecode
哈哈炫动HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=xdkthd&pwd=jsdecode
哈哈炫动HD,http://utuxx.91kds.cn/live2/shkk.m3u8?id=xdkt&pwd=jsdecode

# ===== 影视(91看电视,不测速) =====
CCTV-6HD,http://222.173.9.81/00/SNM/CHANNEL00000361/index.m3u8
CCTV-6HD,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6HD,http://utuxx.91kds.cn/live1/zbdq7.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6HD,http://utuxx.91kds.cn/live1/zbdq6.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6HD,http://utuxx.91kds.cn/live1/zbdq5.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6HD,http://utuxx.91kds.cn/live1/zbdq4.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6HD,http://utuxx.91kds.cn/live1/zbdq3.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6HD,http://utuxx.91kds.cn/live1/zbdq2.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6HD,http://utuxx.91kds.cn/live1/zbdq1.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6HD,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6HD,http://utuxx.91kds.cn/live1/dsdq.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6HD,http://ksjgj.cn:8888/udp/239.49.8.76:8000
CCTV-6HD,http://220.167.170.193:4000/udp/239.120.2.38:5141
CCTV-6HD,http://u.igeizhe.com:2000/udp/238.1.78.172:7248
CCTV-6HD,http://tv.4000689877.com:4000/udp/239.253.232.193:8000
